Date,Open,High,Low,Close,Adj Close,Volume
2022-06-27,36.099998474121094,36.099998474121094,35.25,35.5,34.15205764770508,1056295
2022-06-28,35.79999923706055,37.0,35.150001525878906,35.150001525878906,33.81534957885742,2004124
2022-06-29,35.0,35.75,34.599998474121094,35.099998474121094,33.76724624633789,672000
2022-06-30,35.099998474121094,35.650001525878906,34.599998474121094,35.650001525878906,34.29636764526367,846000
2022-07-01,36.20000076293945,36.54999923706055,33.79999923706055,33.79999923706055,32.516605377197266,1569070
2022-07-04,34.04999923706055,34.400001525878906,33.650001525878906,34.0,32.709014892578125,454055
2022-07-05,34.75,35.900001525878906,34.75,35.0,33.671043395996094,1158000
2022-07-06,35.29999923706055,35.5,33.400001525878906,33.70000076293945,32.420406341552734,627130
2022-07-07,34.150001525878906,34.79999923706055,33.099998474121094,34.599998474121094,33.28622817993164,714256
2022-07-08,34.70000076293945,35.70000076293945,34.70000076293945,35.25,33.91154861450195,730300
2022-07-11,35.75,35.95000076293945,35.04999923706055,35.54999923706055,34.200157165527344,459600
2022-07-12,35.150001525878906,35.20000076293945,34.5,34.849998474121094,33.526737213134766,484800
2022-07-13,35.79999923706055,36.45000076293945,35.25,36.099998474121094,34.72927474975586,1031300
2022-07-14,36.75,37.79999923706055,36.29999923706055,37.0,35.5951042175293,4701800
2022-07-15,37.0,37.5,36.5,37.20000076293945,35.78750991821289,1222041
2022-07-18,37.5,37.5,36.75,37.04999923706055,35.64320373535156,965186
2022-07-19,37.099998474121094,37.95000076293945,37.099998474121094,37.5,36.07611846923828,955000
2022-07-20,37.900001525878906,37.900001525878906,36.849998474121094,36.849998474121094,35.45079803466797,921015
2022-07-21,37.099998474121094,37.099998474121094,36.25,36.849998474121094,35.45079803466797,569210
2022-07-22,36.95000076293945,37.0,36.400001525878906,36.70000076293945,35.306495666503906,583000
2022-07-25,37.20000076293945,38.599998474121094,37.20000076293945,38.599998474121094,37.13434982299805,2044538
2022-07-26,38.150001525878906,38.20000076293945,36.45000076293945,36.5,35.11408615112305,1651151
2022-07-27,36.650001525878906,37.25,36.349998474121094,36.900001525878906,35.4989013671875,413001
2022-07-28,37.150001525878906,38.0,36.900001525878906,37.75,36.316627502441406,1380000
2022-07-29,37.04999923706055,37.5,37.0,37.099998474121094,36.662498474121094,827050
2022-08-01,37.400001525878906,38.099998474121094,37.29999923706055,37.599998474121094,37.15660095214844,731007
2022-08-02,37.0,37.25,36.54999923706055,37.0,36.56367874145508,591032
2022-08-03,37.150001525878906,37.150001525878906,36.04999923706055,36.04999923706055,35.624881744384766,768201
2022-08-04,36.29999923706055,36.29999923706055,34.70000076293945,35.650001525878906,35.22959899902344,642000
2022-08-05,35.70000076293945,36.349998474121094,35.70000076293945,36.349998474121094,35.92134094238281,203052
2022-08-08,36.29999923706055,36.349998474121094,35.45000076293945,36.099998474121094,35.67428970336914,393000
2022-08-09,36.29999923706055,36.45000076293945,36.0,36.45000076293945,36.020164489746094,227000
2022-08-10,36.79999923706055,39.400001525878906,36.650001525878906,38.099998474121094,37.65070343017578,3842370
2022-08-11,37.0,37.29999923706055,35.75,36.29999923706055,35.87193298339844,3281000
